,positivo
557,"Nos encanta este hotel. Posiblemente sea nuestro hotel favorito en España. El hotel está impecablemente limpio, el personal es amable y servicial: dejan de hacer lo que están haciendo para atender a los huéspedes. Los desayunos son maravillosos con mucha variedad de comida y bebida recién preparada. el hotel está justo enfrente de la ciudad de las artes y las ciencias. arquitectura espectacular y mucho que hacer justo en la puerta. la playa está a 7 euros en taxi y tiene muchos restaurantes y bares para elegir. El bar de la azotea con sus increíbles vistas es imprescindible. Todo aquel que entra por primera vez al bar se dirige directamente a la terraza para hacerse fotos. Probé agua de valencia en el bar una vez que descubrí qué era. ginebra, vodka, cava y zumo de naranja. Estaba delicioso. Almorzamos en el restaurante y la tarta de manzana fue un sueño. Volveremos solo por eso. la habitación estaba limpia, cómoda y tranquila. El wifi es bueno y sin complicaciones. Este es un hotel excepcional con un personal excepcional. funciona para nosotros."
558,"Las habitaciones contiguas eran excelentes para una familia: realmente grandes, los baños eran excelentes y el hecho de que pudiéramos conectarlas lo hacía sentir como un apartamento enorme. Realmente muy bueno, la ubicación es buena y el aparcamiento es cómodo. Las camas son muy cómodas."
559,"ubicación perfecta! El bar de la azotea tiene vistas a la ciudad de les arts i les ciencies, un importante punto de interés en Valencia. ¡También hay una gran puesta de sol desde el bar de la azotea! La ubicación también está justo en el medio de la playa y la ciudad, por lo que puedes caminar hasta allí en unos 30-40 minutos desde el hotel o hay taxis regularmente afuera del hotel y no son demasiado caros si no tienes ganas de caminar. El personal fue muy amable y amigable, especialmente en el área de recepción y en el restaurante en particular. Viajamos ligeros y descubrimos que la habitación tenía todo lo que necesitaba. ¡Incluso hasta un cepillo de dientes y una pasta de dientes de repuesto, lo cual fue muy útil ya que tuvimos que quedarnos más tiempo de lo esperado debido a los vuelos cancelados!"
560,"Teníamos una habitación con vistas a la ciudad de las artes y las ciencias. Al final del pasillo había una encantadora sala de estar, perfecta para leer tranquilamente mientras el esposo ronca una siesta. el bar de la azotea es excelente. Es un lugar realmente espectacular y se ofrecen buenos cócteles. La habitación tiene hervidor de agua y set de té y café. hay plancha y tabla de planchar. El wifi es bueno y sin complicaciones. El desayuno es excelente y el mejor que hemos probado en mi vida. Piensa en lo que te gustaría desayunar y lo encontrarás. el hotel está bien provisto de ascensores. El aparcamiento es fácil y tiene un precio razonable para un hotel en el centro de la ciudad. un taxi desde el hotel hasta el casco antiguo costaba 7,50 euros y siempre parece haber un taxi afuera. el barrio es agradable y se siente seguro. A pesar del tráfico exterior, las habitaciones están tan bien aisladas que apenas se oye. Tuvimos un día lluvioso durante nuestro descanso, pero fue una oportunidad perfecta para visitar el museo de ciencias al otro lado del río. Encontramos un gran asador a la vuelta de la esquina: Mesón Rey Jaime. filetes maravillosos y personal amable. Lo que realmente hace que el hotel sea excepcional es el personal que realmente te hace sentir bienvenido. ¡volveremos!"
561,"La limpieza desde las habitaciones hasta el hotel en todo momento, el desayuno fue increíble y tenía opciones para todos."
562,valor increíble y excelente ubicación. increíble bar en la azotea
563,"La ubicación era excelente para el área científica y cultural con la fabulosa arquitectura moderna, zonas verdes, acuario, etc., pero es un viaje en autobús o taxi desde el centro antiguo, aunque el servicio de autobús estaba justo afuera del hotel y los taxis siempre estaban disponibles afuera y eran baratos en comparación con la mayor parte de Europa occidental. Las habitaciones estaban limpias y bien equipadas y el desayuno era excelente."
564,El bar de la azotea era increíble. ¡También estaba en una buena ubicación!
565,"este es un hotel excelente. Muy buena ubicación, el personal es amable, las habitaciones están bien, el desayuno es bueno y definitivamente recomiendo este hotel."
566,"Habitación muy limpia, camas muy cómodas y aire acondicionado genial. La elección del desayuno fue fantástica."
567,"En general, ¡el hotel es genial! Ubicación increíble y personal amable."
568,"absolutamente excepcional!! Este hotel está en una ubicación fantástica, excelentes vistas, especialmente desde el bar de la azotea, y el personal no puede hacer más para ayudarte. Quedamos increíblemente impresionados con su atención, las instalaciones que se ofrecen y el alto nivel general de servicio que demostraron durante nuestra visita. Una mención especial a Pilar, que administraba el bar y la terraza de la azotea, ella hizo todo lo posible para asegurarse de que todo nuestro grupo estuviera bien atendido. Independientemente de si se trataba de bebidas románticas solo para nosotros dos o para todo nuestro grupo de 16 personas, ella siempre se aseguraba de que nos atendieran y ¡siempre la pasábamos muy bien! ¡Esto nos hizo regresar al bar antes y después de otros eventos planificados previamente! ¡Definitivamente vale la pena una visita si te hospedas en este hotel! En definitiva, ¡toda la experiencia fue ejemplar! ¡Lo recomendaría altamente!"
569,"Ubicación increíble, justo enfrente del museo de la ciudad de las ciencias. También hay una parada de autobús cerca, el autobús 19 te lleva a la parte central en unos 8 minutos. La habitación era muy espaciosa, limpia, moderna y con un baño grande. Increíble bar en la azotea con vistas al museo de ciencias."
570,"La ubicación era ideal. fácil acceso a pie al metro, parques, tiendas, muchos restaurantes, etc."
571,las habitaciones eran muy grandes
572,"El hotel era increíble, el personal muy amable y servicial. Excelente ubicación cerca de tiendas y restaurantes."
573,la habitación era espaciosa y cómoda.
574,Ubicación perfecta Azotea increíble Cosas geniales y amigables No podría imaginar una mejor opción para una estadía corta en Valencia. Gracias.
575,¡el desayuno es impresionante!
576,"El hotel era increíble, la habitación era preciosa. Muy limpio y el personal fue muy servicial. la piscina de la azotea y el área para tomar sol son mucho más grandes de lo que parecen en la foto, perfectas para una escapada a la ciudad"
577,la ubicación era genial. autobús al casco antiguo justo afuera de la puerta. tiendas y restaurantes abundantes.
578,"fabuloso hotel, muy limpio, vista completa de la nueva ciudad desde nuestra ventana... excelente ubicación... tome el autobús número 95 al otro lado de la carretera directamente a la playa... alquilamos bicicletas en el hotel y exploramos la nueva zona de la ciudad... la piscina del hotel era increíble... me encantó este hotel y estaría encantado de volver a alojarme aquí. manos aplaudiendo"
579,"Excelente ubicación, justo al lado de la ciudad de las artes y las ciencias y cerca de cafeterías, bares y restaurantes. Nuestra habitación era espaciosa y la cama era súper cómoda. Hay un bar en la azotea que lamentablemente no tuvimos tiempo de visitar, pero nos dijeron que tiene unas vistas increíbles de la ciudad."
580,"El diseño y la comodidad de la habitación eran absolutamente impresionantes, un poco alejados de las zonas más concurridas de Valencia, pero en cualquier caso, excelente ubicación: taxis funcionando todo el tiempo y con buenos precios. El bar de la azotea también era una excelente manera de comenzar la noche. La recepción abierta las 24 horas significaba que era fácil conseguir bocadillos fuera del horario de atención."
581,"Este es un hotel muy limpio y confortable, con instalaciones modernas. El personal fue maravilloso."
582,"Personal extremadamente amable, hicieron todo lo posible para registrarnos antes, bonita habitación, ubicación interesante."
583,ubicación
584,"excelente personal, excelente ubicación, maravillosas instalaciones"
585,"Todo fue encantador, sin embargo, la piscina es bastante pequeña, pero parece muy engañosa en las fotos en Internet, ¡parece mucho más grande!"
586,"Super desayuno, personal servicial y muy acogedor. Hermosas vistas desde la habitación y fácilmente comunicado con diferentes puntos de la ciudad."
587,el personal fue muy servicial y amable. el hotel era hermoso y muy cómodo. También hay 3 o 4 paradas de autobús justo enfrente del hotel.
588,"habitación limpia y luminosa. ¡La ubicación era perfecta! ¡A 5 minutos a pie del acuario, el museo de ciencias, etc.! No. ¡Autobús 19 al centro de la ciudad en la puerta del hotel! Los taxis paran fuera del hotel. ¡Muchos restaurantes al lado del hotel!"
589,el servicio fue excepcional. Nos trataron muy bien y la habitación era absolutamente impresionante.
590,la variedad del menú
591,Excelente ubicación para los museos de ciencias y arte y el acuario.
592,muy limpio y moderno en una buena ubicación en autobús o taxi al casco antiguo y frente al hermoso parque científico
593,"hotel funcional muy contemporáneo que está convenientemente ubicado cerca de la ciudad de las artes y las ciencias, destino turístico moderno en valancia. La principal razón por la que visité Valencia fue para ver con mis propios ojos esta espectacular ciudad dentro de la ciudad diseñada por Santiago Calatrava y Félix Candela. Al pasar 2 días en Valencia, tuve una experiencia bastante emocionante con este nuevo e increíble complejo de edificios y obtuve algunas fotografías maravillosas. barceló valencia superó mis expectativas al proporcionar un fácil acceso a la ciudad así como un alojamiento confortable."
594,"El hotel está situado cerca del centro de la ciudad y también de la playa. Limpio, bien equipado y excelente desayuno. Cumplí años durante mi estadía y el hotel preparó en mi habitación una botella de secta y pastel. realmente genial"
595,"La habitación era muy cómoda, limpia y las vistas eran increíbles desde nuestra habitación."
596,registro rápido. personal amable. excelente ubicación. La habitación estaba limpia y bien cuidada.
597,Ubicación perfecta para el museo de artes y ciencias y el estadio de Mestalla. camas cómodas y habitaciones grandes!
598,"ubicación, desayuno"
599,La habitación era cómoda pero hacía frío. No sabía que necesitaba pedir que encendieran la calefacción en la recepción. El desayuno estaba bien por el precio. ¡La ubicación era genial!
600,"Ubicación, estaba en las rutas de autobús al casco antiguo y a la playa. El estacionamiento fue fácil de encontrar, pero algunos de los espacios son pequeños."
