,comentario_general
1794,excepcional
1795,excepcional
1796,excepcional
1798,excepcional
1799,excepcional
1807,excepcional
1809,excepcional
1812,excepcional
1814,excepcional
1815,excepcional
1817,excepcional
1822,excepcional
1824,excepcional
1826,excepcional
1828,excepcional
1829,excepcional
1830,excepcional
1831,excepcional
1837,superó mis expectativas.
1839,excepcional
1841,excepcional
1842,excepcional
1843,excepcional
1845,excepcional
1846,excepcional
1851,agradable
1852,excepcional
1856,excepcional
1859,excepcional
1862,excepcional
1866,excepcional
1868,excepcional
1871,perfecto
1872,excepcional
1877,excepcional
1880,excepcional
1882,excepcional
1883,excepcional
1885,excepcional
1886,excepcional
1888,excepcional
1897,excepcional
1902,excepcional
1903,excepcional
1905,excepcional
1909,excepcional
1910,excepcional
1913,excepcional
1917,¡Con mucho gusto otra vez!
1920,excepcional
1921,excepcional
1925,excepcional
1930,excepcional
1932,excepcional
1935,excepcional
1938,excepcional
1940,excepcional
1942,excepcional
1943,excepcional
1945,excepcional
1947,excepcional
1948,excepcional
1949,excepcional
1952,excepcional
1954,excepcional
1956,excepcional
1958,excepcional
1964,excepcional
1967,excepcional
1969,excepcional
1996,excepcional
2008,excepcional
2014,excepcional
2035,excepcional
2037,excepcional
2057,excepcional
2059,excepcional
2062,BIEN
2063,aceptable
2064,BIEN
2066,BIEN
2067,BIEN
2068,aceptable
2069,aceptable
2070,BIEN
2071,BIEN
2072,BIEN
2073,BIEN
2074,BIEN
2075,BIEN
2076,BIEN
2077,BIEN
2078,BIEN
2079,BIEN
2082,BIEN
2083,aceptable
2084,excelente... lo recomiendo
2085,BIEN
2086,BIEN
2087,BIEN
2088,BIEN
2089,BIEN
2093,BIEN
2095,BIEN
2096,BIEN
2097,BIEN
2098,BIEN
2099,BIEN
2100,pésimo
2101,BIEN
2105,excepcional
2106,excepcional
2108,un finde perfecto
2110,excepcional
2111,excepcional
2112,increíble
2113,excepcional
2123,excepcional
2124,magnífica la estancia
2126,estupendisimaaa
2130,fallas
2133,excepcional
2135,excepcional
2136,excepcional
2138,excepcional
2139,excepcional
2141,excepcional
2142,excepcional
2143,excepcional
2145,excelente
2146,excelente
2148,excepcional
2149,excepcional
2151,excepcional
2152,para volver
2156,buen hotel
2157,excelente
2158,excepcional
2161,excepcional
2163,excepcional
2165,excepcional
2168,excepcional
2169,increíble
2170,excepcional
2171,excepcional
2172,excepcional
2174,excelente
2175,excelente
2180,excelente
2181,excepcional
2182,excelente
2184,valencia genial
2185,excepcional
2187,excelente hotel
2189,excepcional
2190,excelente
2192,excepcional
2193,fenomenal
2197,excepcional
2198,excepcional
2200,excelente
2201,excelente
2206,excepcional
2207,excepcional
2208,excepcional
2210,excepcional
2211,excepcional
2214,excepcional
2217,genial
2218,excepcional
2220,excepcional
2223,descansar
2225,excepcional
2227,excepcional
2228,excepcional
2229,excepcional
2231,excelente todo
2233,excepcional
2234,volveríamos
2237,excelente
2241,gran hotel para visitar valencia
2242,excepcional
2243,¡excelente!
2244,excepcional
2245,excepcional
2246,excepcional
2249,excepcional
2251,valencia a tus pies
2260,¡excelente!
2261,excepcional
2264,excelente
2265,excelente
2268,excepcional
2270,excepcional
2271,excepcional
2272,100  recomendable. sin duda repetiré si vuelvo a valencia.
2274,comodidad
2276,recomendado 100
2277,excepcional
2279,excepcional
2280,excepcional
2282,excepcional
2285,excepcional
2286,genial
2287,valencia divina
2292,todo excelente
2293,exelente
2295,excepcional
2297,excepcional
2298,excepcional
2300,excepcional
2303,
2305,excepcional
2309,repetiré
2313,fenomenal
2314,excepcional
2318,excepcional
2322,excepcional
2328,excelente
2333,excepcional
2334,excepcional
2335,estancia excepcional
2338,excepcional
2341,excepcional
2343,lindo
2346,excepcional
2348,
2355,excelente
2356,excepcional
2357,excepcional
2358,buena relación calidad-precio
2360,estupendo!
2363,agradable
2364,excepcional
2365,excepcional
2368,¡excelente!
2371,estancia perfecta
2372,excepcional
2377,excelente
2379,excepcional
2382,perfecto
2389,excepcional
2390,excepcional
2391,excepcional
2392,maravillosa!
2395,excepcional
2396,estancia perfecta
2398,excepcional
2400,genial
2406,para repetir.
2407,ideal para visitar valencia
2408,"genial. para volver, seguro!!!!"
2410,excepcional
2411,excepcional
2414,excepcional
2416,una estancia perfecta
2417,excepcional
2425,excepcional
2426,excepcional
2428,excepcional
2432,OK
2433,excepcional
2435,excelente hotel
2437,excepcional
2439,excelente
2442,excepcional
2443,objetivo conseguido .calidad precio .
2445,perfecta
2446,perfecto
2447,sorpendente
2448,excepcional
2449,excelente
2450,excepcional
2453,excepcional
2458,excelente
2459,excepcional
2461,increíble
2463,excelente
2471,excelente
2474,excepcional
2479,perfecto
2481,inmejorable
2482,excepcional
2486,excelente
2492,excepcional
2494,excepcional
2497,excepcional
2503,excepcional
2504,excepcional
2507,perfecto
2508,excelente
2509,excepcional
2510,un lujo
2511,excepcional
2514,excepcional
2518,excelente
2521,¡¡excelente!!
2522,perfecto
2524,excepcional
2526,excepcional
2529,excepcional
2532,genial
2533,para repetir siempre
2536,genial
2540,demasiado buena.
2541,y 10
2546,excepcional
2547,genial
2549,excepcional
2551,excepcional
2552,excepcional
2553,excepcional
2559,súper estancia
2560,excepcional
2561,excelente
2562,excepcional
2564,excepcional
2565,excelente.volvere
2570,excepcional
2571,excepcional
2574,excepcional
2575,excepcional
2576,excepcional
2577,excelente hotel
2579,excepcional
2580,excepcional
2586,excepcional
2587,para repetir!!
2589,excepcional
2592,excepcional
2593,excepcional
2597,volveré sin dudas
2602,de carnaval en valencia
2604,inolvidable valencia
2605,excepcional
2610,excepcional
2613,excepcional
2615,excepcional
2616,excepcional
2618,excepcional
2624,excelente hotel
2626,excepcional
2628,excepcional
2629,excepcional
2634,genial
2638,excepcional
2639,excepcional
2640,excepcional
2648,excepcional
2650,estancia perfecta
2651,excepcional
2654,excepcional
2658,excepcional
2660,excepcional
2665,excepcional
2671,excepcional
2675,excepcional
2679,volvería a repetir.
2681,maravilloso!
2682,excepcional
2685,excelente
2687,genial
2688,excelente
2691,excelente
2693,estancia para repetir
2694,excepcional
2697,excelente
2698,excepcional
2703,excepcional
2707,excepcional
2709,excelente
2710,repetiremos
2713,bien en general
2714,perfecto
2715,excepcional
2717,increible volveria
2720,excepcional
2721,¡genial!
2723,excepcional
2724,comodidad
2729,excelente
2730,excelente estancia
2733,excepcional
2735,excepcional
2736,excepcional
2739,excepcional
2741,genial
2742,maravillosa
2743,excepcional
2745,excepcional
2753,excepcional
2755,excepcional
2756,excepcional
2757,excepcional
2759,excepcional
2763,excepcional
2764,para volver
2765,excepcional
2773,buenísimo
2774,excepcional
2775,excepcional
2778,excepcional
2780,excelente
2781,ha sido excelente.
2783,recomendadisimo....
2785,inmejorable
2792,excepcional
2801,excepcional
2802,excelente
2807,excepcional
2808,excepcional
2809,maravillosa
2811,inmejorable
2812,excepcional
2813,excepcional
2814,maravillosa
2819,excepcional
2822,excepcional
2824,muy satisfecha
2825,excepcional
2828,excepcional
2832,perfecto
2834,excepcional
2838,excepcional
2842,excepcional
2843,excepcional
2844,estancia genial
2845,excepcional
2850,excepcional
2855,excepcional
2863,excelente lugar
2867,excepcional
2868,excepcional
2873,excepcional
2874,disfrutando
2876,excepcional
2877,excepcional
2878,excepcional
2881,"bueno,bonito,barato"
2883,excepcional
2886,excepcional
2888,genial
2889,excepcional
2892,excepcional
2893,excepcional
2896,genial
2897,excepcional
2898,excepcional
2899,excelente
2902,excepcional
2904,excepcional
2905,excepcional
2909,perfecto
2911,excepcional
2913,excepcional
2916,excepcional
2917,excepcional
2919,excepcional
2920,excepcional
2923,excepcional
2927,excepcional
2932,hotel para disfrutar de tu estancia en valencia
2933,excepcional
2934,"buena, agradabker"
2936,excepcional
2941,hotel en valencia
2946,excepcional
2948,excelente
2950,excepcional
2958,corta visita a valencia
2967,"valencia i hotel venecia, mes i mes mellor."
2971,recomendado
2981,hotel muyy vomodo
2985,bueno
2994,perfecta
3004,bueno
3007,OK
3011,excepcional
3020,excepcional
3025,excepcional
3028,BIEN
3033,excepcional
3037,satisfactorio
3057,excelente
3061,visita a valencia
3066,valencia ...una delicia
3084,excepcional
3092,relajada
3103,excelente hotel
3113,excepcional
3118,genial
3145,excepcional
3146,excepcional
3150,BIEN
3157,cómodo
3161,BIEN
3164,BIEN
3169,BIEN
3170,céntrico
3173,pre-fallas
3175,BIEN
3177,BIEN
3178,BIEN
3180,aceptable
3182,BIEN
3188,BIEN
3190,BIEN
3191,BIEN
3193,BIEN
3198,normal
3199,BIEN
3201,BIEN
3205,BIEN
3207,BIEN
3213,BIEN
3214,aceptable
3216,pésimo
3218,no repetiremos.
3219,aceptable
3223,BIEN
3224,transitable.
3225,muy mal
3226,mal
3227,muy mal
3229,aceptable
3230,normal
3231,en galeras
3232,aceptable
3235,BIEN
3238,aceptable
3240,no regreso
3241,mal
3247,pésimo
3248,a disgusto
3249,aceptable
3250,aceptable
3252,BIEN
3253,excelente
3254,satisfactoria
3259,encantador hotel moderno y limpio
3260,perfecto y bien ubicado!!
3261,Tuvimos una estancia excelente como se indicó anteriormente. El personal de recepción era amable y muy acogedor.
3262,vale dinero!
3263,excepcional
3264,hotel perfecto en todos los sentidos
3265,excepcional
3266,excepcional
3267,excelentes instalaciones y ubicación
3268,perfecto.
3269,"Tuvimos un personal fantástico en Valencia, mejorado por la ubicación del hotel."
3271,excelente realmente lo disfruté
3272,estancia muy cómoda y agradable
3273,excelente ubicación con dos excelentes restaurantes justo afuera
3275,la estancia perfecta para una escapada a la ciudad.
3276,Lo pasé muy bien en este hotel.
3277,Recomendaría encarecidamente este hotel si quieres estar en el corazón de Valencia y cerca de todo.
3278,Ubicación ideal para una breve escapada.
3279,Me encantó y no quería volver a casa.
3280,excepcional
3281,ubicación y personal
3282,excepcional
3283,Gran hotel que recomendaré y volveré. gracias
3284,fabuloso hotel en una ubicación impresionante
3285,hotel moderno
3286,habitaciones increíbles pero pequeñas
3288,"Excelente hotel, excelente relación calidad-precio. Estaría encantado de recomendar a mis amigos que se queden allí."
3289,buena ubicación. vibraciones limpias y de ciudad
3290,"gran viaje, gran hotel"
3291,el mejor hotel de valencia
3292,Estancia de fin de semana realmente agradable y recomendaríamos este hotel sin dudarlo. excelente ubicación.
3293,Un pequeño hotel maravilloso para una estancia en Valencia.
3294,cliente muy feliz
3297,loved valencia
3298,"Excelente ubicación, limpio y muy cómodo."
3299,excelente. Volvería seguro.
3300,excepcional
3301,"Gran hotel y definitivamente regresaré allí. De hecho, volveré la semana que viene."
3302,excepcional
3303,espectacular
3304,en general perfecto
3305,un excelente hallazgo
3306,Si alguna vez vuelvo a Valencia me alojaría allí de nuevo:
3307,estancia perfecta en una hermosa ciudad
3308,gran estancia
3309,"Excelente ubicación, personal amable, habitaciones muy limpias y cómodas."
3311,Este hotel es una excelente ubicación para las personas que desean simplemente salir por la puerta y comenzar a explorar.
3312,excepcional
3313,Buen hotel por los precios pero el aislamiento podría ser mejor.
3315,Recomendaría este hotel especialmente por su ubicación.
3316,gran hotel
3317,maravillosa estancia en el centro de la ciudad
3318,gran fin de semana
3319,"El hotel está limpio, excelente ubicación y personal amable."
3320,encantador hotel limpio en una excelente ubicación
3322,excepcional
3323,"excelente ubicación, hotel muy cómodo"
3324,excepcional
3325,Recomiendo encarecidamente este cómodo hotel muy céntrico. perfecto para una escapada a la ciudad. a poca distancia de todos los atractivos
3326,excepcional
3327,"Perfecta ubicación, personal y limpieza."
3328,Excelente ubicación para explorar una ciudad maravillosa.
3329,"La comodidad, la relación calidad-precio, la ubicación y observar a la gente hicieron que nuestra estancia fuera una delicia."
3330,excepcional
3331,excepcional
3332,excepcional
3333,"Excelente ubicación, hotel limpio y moderno con buena relación calidad-precio y personal amable."
3334,muy limpio y excelente ubicación
3335,"Excelente relación calidad-precio, excelente ubicación, personal amable, nada que criticar."
3336,simplemente maravillosa estancia en el hotel
3337,excepcional
3338,Excelente base para una estancia corta. ¡volveremos!
3339,excepcional
3340,Un brillante hotel céntrico para un viaje a Valencia.
3341,excepcional
3342,ubicación absolutamente fabulosa. Precioso hotel con un desayuno increíble y una excelente relación calidad-precio. un lugar perfecto para quedarse
3343,"personal servicial, excelente ubicación"
3344,Recomiendo encarecidamente este hotel para un fin de semana en valencia.
3346,hermoso
3347,gran hotel y ubicación
3348,ubicación perfecta
3349,brillante hotel con personal agradable.
3350,perfección
3352,excepcional
3353,Excelente relación calidad-precio para una ubicación de edificio tan encantadora.
3354,excepcional
3355,El mejor hotel en el que me he alojado hasta ahora en Europa.
3356,un buen lugar para quedarse por una semana
3357,encantadora estancia
3358,excepcional
3359,excelente ubicación
3360,alojamiento perfecto para un breve descanso
3361,Bien situado. Todo a poca distancia y una parada de taxi enfrente del hotel.
3362,"Nos encantó la ubicación, el personal super amable, las habitaciones limpias y bien equipadas. este es un gran h a un precio razonable"
3364,excepcional
3365,excepcional
3366,excepcional
3367,excepcional
3368,la ubicación es excelente
3369,excelente personal y una excelente ubicación
3371,"Excelente ubicación, dormitorio y baño muy limpios y cómodos."
3372,Precioso hotel con personal amable y una ubicación fantástica.
