,negativo
661,"El precio en esta ocasión fue desorbitado pero al ser una visita de trabajo no supuso ningún problema. Las visitas anteriores han sido un precio mucho mejor. Fue suerte, lo sé, pero esta vez fue un aumento dramático."
662,"Muy decepcionado por la falta de información sobre los horarios de apertura de la piscina. clima caluroso de verano, por lo que esperábamos que abriera en mayo, ya que habíamos estado en otros hoteles en España en este momento que estaban abiertos. Debería haber dicho específicamente junio-agosto. No habríamos gastado el dinero extra eligiendo esto. la zona de la azotea, aparte del bar, era estrecha y poco atractiva. Los ascensores no siempre funcionaban y había largas esperas. El chef que preparaba comida caliente en el desayuno mantuvo su par de guantes puestos mientras cocinaba huevos, luego ponía la basura en el contenedor empujándola hacia abajo y luego se alejaba metiendo las manos en los bolsillos; no había señales de cambiarse los guantes ni una sola vez durante el tiempo que estuvimos allí durante el desayuno."
663,"Cuando me registré pagué la mitad del importe porque excedí el límite en mi banco. Acordé que pagaré el saldo antes de salir, pero luego me bloquearon sin previo aviso antes de salir, por lo que no pagué el saldo. Esto me pareció muy inconveniente ya que no me negué a pagar. Me sentí maltratada y avergonzada delante de mis hijos y nadie se disculpó por ello. No estaba totalmente satisfecho con este tipo de tratamiento."
664,Había productos químicos de limpieza. El final cuando entramos a la habitación nos provocó náuseas y dolores de cabeza durante aproximadamente dos días hasta que se disipó. Uno de nosotros estuvo muy enfermo durante esos dos días y nos tomó un tiempo descubrir qué pasaba. Ayudó a abrir la ventana. También es muy ruidoso durante la noche a pesar de que no hay mucho tráfico.
665,el agua estuvo completamente cortada durante todo un día y no hubo ninguna advertencia antes de llegar allí o cuando nos registramos. Solo un letrero en el ascensor que no notamos hasta la noche en que se cortó el agua. Envié un mensaje sobre este problema y no recibí respuesta. No es un buen servicio en esta parte en absoluto.
666,El estacionamiento era muy estrecho para un SUV.
667,"Reservé una habitación triple. Por las fotos de diseño no me di cuenta de que no hay puerta en el baño para acceder a la ducha, luego el inodoro es una puerta transparente. Pudiste usar un separador de ambientes para mayor privacidad."
668,La piscina era demasiado pequeña y estaba llena de gente y el agua de la ducha estaba demasiado caliente.
669,"Algunos miembros del personal de recepción fueron muy bruscos y groseros. La sección de comida caliente del desayuno es muy pobre, el ruido del tráfico exterior era constante. El bar de la azotea no abre hasta las 12. Hubiera sido agradable poder sentarse y tomar un café por las mañanas."
670,"Mal servicio en la entrada del hotel. Todos los demás que trabajaban en el camarero del hotel y el servicio de habitaciones fueron todos muy educados y sonrientes. pero los conserjes no podían sonreír ni ser agradables. Es realmente lamentable ya que es el primer contacto que tenemos al entrar al edificio, y muchas veces es lo que diferencia un hotel de 4 estrellas de uno de 5."
671,La ducha ubicada en el baño era francamente peligrosa. no hay asideros.
672,Alguien siempre hace mucho ruido por la mañana.
673,El baño no funcionaba y la habitación en general se sentía vieja y pequeña.
674,"La piscina no estaba abierta, no era higiénica, el aire acondicionado no funcionaba y el aparcamiento era muy caro."
676,"El personal para hacer reservas es muy antipático y no está centrado en el cliente. Gastamos más de 5.000 en reservas y no estaban dispuestos a cambiar ni una sola noche por uno de nosotros. absolutamente vergonzoso. Las habitaciones de los pisos inferiores, a la izquierda y al frente, son muy ruidosas por la noche, con el tráfico literalmente pasando por debajo de la ventana. ¡El bar de la azotea no quiso servirnos bebidas por más de 20 minutos!  antes de la hora de cierre? ¡Esto no es hospitalidad en absoluto!"
677,"Nuestro baño estaba desgastado. En la bañera dañada sólo hay una ducha. Los lados de esa bañera mostraban signos de moho. la temperatura del agua cambia constantemente, ¡fue horrible! La falta de calidad del papel higiénico no es satisfactoria para un hotel de cuatro estrellas. Había manchas de agua por todas partes en el suelo del baño que aparentemente ya no se pueden quitar. era imposible usar el jabón de manos o la crema hidratante del hotel sin que gotearan sobre el mueble del lavabo y los artículos de tocador. No hay forma de escapar de la luz cuando la pareja va al baño durante la noche. Había mucho ruido proveniente del exterior, tanto del tráfico como del viento. las paredes y la alfombra de los pasillos presentaban manchas. ¡A este hotel le vendría bien una renovación completa!"
678,"En general, la habitación es bastante antigua. La ducha de nuestra habitación no funciona como se esperaba desde el día 1. De repente hace mucho calor y mucho frío, a pesar de que no tocamos el control. El personal fue amable pero no registró la reserva de desayuno que solicitamos para el lunes por la mañana cuando regresamos el sábado por la noche, a pesar de que el personal nos dijo que el desayuno estaba reservado. Esto nos generó un extra cuando vamos a desayunar el lunes ya que nuestra reserva no está en el sistema."
679,La habitación era pequeña y las comodidades eran pobres. El hotel no irradiaba una sensación de bienvenida.
680,"Era hora de una renovación completa, la habitación olía muy mal y tan mal que era difícil estar en la habitación. Necesita limpiar el aire acondicionado o encontrar el motivo del tan mal olor."
681,"Las habitaciones triples para una familia pequeña 2 1 son demasiado pequeñas y tienen condiciones inferiores a la media. ¡El diseño moderno sacrifica la comodidad al 100! Para empezar, el baño tiene una pared de vidrio esmerilado transparente y una puerta separada del pasillo del baño, ¡ambos en una habitación! ¡Así que no hay puerta entre el baño y el vestíbulo! por lo tanto, la puerta principal se abre directamente al baño del pasillo. Otra forma de verlo es visualizarlo: el pasillo, el baño y el inodoro son en realidad una habitación separada solo por una pared corrediza del área de dormir. Así que si la limpiadora entra a tu habitación por la mañana por accidente, lo que me pasó a mí, corres el riesgo de quedar expuesto cuando estés desnudo. ¡O peor aún, sentado en el inodoro detrás de una pared de vidrio! Y aún peor que eso... el baño también comparte una pared de vidrio con el dormitorio a la altura de la cabeza, por lo que básicamente puedes vigilar a tu pareja o a tu hijo adolescente cuando tienen la oportunidad de hacer sus necesidades. No puedo imaginar quién estaría interesado en eso. Las imágenes adjuntas cuentan la historia hasta cierto punto. Finalmente, la tercera cama está colocada perpendicular a la cama doble principal, por lo que su hijo básicamente duerme a sus pies y si es tan alto como yo, debe asegurarse de no patearlo durante la noche. Las habitaciones triples son básicamente habitaciones dobles con vistas traseras que solo miran hacia la nada con una cama perpendicular al final de la cama doble principal. Un arreglo muy extraño, pero básicamente esto hace que las habitaciones triples no tengan una muy buena relación calidad-precio y a una familia pequeña se le cobra más por las peores condiciones en general y las peores vistas posibles. cuando el hotel, de hecho, disfruta de increíbles vistas hacia la ciudad de las artes solo desde las habitaciones del frente y el bar del último piso. pero las familias, por alguna razón, son castigadas. Me dijeron que no hay habitaciones triples con vistas al parque."
682,Una de mis habitaciones tenía ropa de cama sucia. Todo el hotel hace demasiado calor y las ventanas no se abren del todo. el personal era en su mayoría indiferente.
683,"la ventana no se abría, al piso le faltaban algunas piezas, el servicio de habitaciones estaba por debajo del promedio, el aislamiento acústico era muy pobre. Se escuchaban ruidos de otras habitaciones, ruido de la calle, las tuberías de agua en las paredes eran muy ruidosas."
684,"Muy ruidoso, a ambos lados del hotel, he probado en varias habitaciones y es imposible dormir ni siquiera con tapones para los oídos."
685,"El personal era antipático. La habitación tenía un bote de basura, el control remoto del televisor tenía poca batería. La cisterna del inodoro estaba rota."
686,"hotel que necesita una actualización. La limpieza no era brillante, tuvimos que pedir que nos cambiaran la sábana porque estaba sucia. No dormí durante 2 días ya que afuera del hotel me escapé de su control los viernes y sábados por la noche la música delirante en la calle debajo de nosotros el ruido fue horrendo hasta las 3.30 de la mañana el hotel debería asegurarse de estar al tanto de lo que sucede a su alrededor para poder advertir a los clientes o ubicarse en otras habitaciones para evitarlo porque créanme que fue malo cara cabreada"
687,"La habitación era muy ruidosa, no estaba insonorizada. Se podía oír todo desde la habitación de al lado y desde fuera. La habitación tenía pelos en la cama, el suelo y el baño. El segundo día, dejé una taza con té y no la limpiaron. Subí a la azotea para ver, estaba muy ocupado, había excelentes vistas y era muy caro para tomar una copa. El hotel nunca nos ofreció una salida tardía. Nuestro vuelo llegó tarde el sábado y nunca nos ofrecieron un vestuario. o tomar un té o un café. Estuvimos sentados en el área de recepción durante unas horas, mientras el guardia de seguridad caminaba de un lado a otro. el gimnasio era pequeño. piscina en la azotea cerrada. el desayuno estuvo bien"
688,"Dejé un libro en la habitación al salir que era muy importante para mí personalmente; le envié un mensaje de texto al hotel 1,5 horas después de partir diciendo que es muy querido para mi corazón y si podían asegurarlo de inmediato y enviármelo, pero simplemente lo tiraron. Nunca había experimentado algo como esto antes y es extremadamente irrespetuoso hacia los huéspedes simplemente tirar las pertenencias que dejaron solo porque es más fácil para el hotel."
